Asset,Rating,Allocation ($),Percentage (%)
VST,0.7000000000000001,4.010127827741919,0.06345698524106172
NOK,0.7000000000000001,4.00845833239315,0.06343056684587392
UDR,0.7000000000000001,4.006789532088241,0.06340415944918538
OKE,0.7000000000000001,4.00512142653783,0.06337776304641721
OMC,0.7000000000000001,4.003454015452676,0.06335137763299237
CB,0.7000000000000001,4.001787298543661,0.06332500320433583
SQ,0.7000000000000001,4.000121275521787,0.06329863975587442
NYT,0.7000000000000001,3.998455946098173,0.06327228728303685
ANF,0.7000000000000001,3.99679130998406,0.06324594578125373
FSLR,0.7000000000000001,3.995127366890811,0.06321961524595762
KD,0.7000000000000001,3.993464116529907,0.06319329567258294
COLB,0.7000000000000001,3.9918015586129507,0.06316698705656605
FLR,0.7000000000000001,3.990139692851663,0.06314068939334518
UEC,0.7000000000000001,3.988478518957886,0.06311440267836044
GAP,0.7000000000000001,3.986818036643582,0.06308812690705386
1347,0.7000000000000001,3.9851582456208323,0.0630618620748694
LUMN,0.7000000000000001,3.98349914560184,0.0630356081772529
AON,0.7000000000000001,3.981840736298925,0.06300936520965204
TTD,0.7000000000000001,3.980183017424529,0.06298313316751646
MKC,0.7000000000000001,3.9785259886912128,0.06295691204629766
MA,0.7000000000000001,3.9768696498116576,0.06293070184144908
GLBE,0.7000000000000001,3.9752140004986636,0.062904502548426
TOL,0.7000000000000001,3.9735590404651506,0.06287831416268562
SPG,0.7000000000000001,3.9719047694241576,0.06285213667968699
CTLT,0.7000000000000001,3.970251187088844,0.06282597009489113
3908,0.7000000000000001,3.9685982931724872,0.06279981440376087
DASH,0.7000000000000001,3.966946087388485,0.06277366960176095
EAT,0.7000000000000001,3.965294569450355,0.06274753568435806
TSM,0.7000000000000001,3.963643739071733,0.06272141264702069
CPB,0.7000000000000001,3.9619935959663737,0.06269530048521926
VRT,0.7000000000000001,3.960344139848153,0.06266919919442608
CHD,0.7000000000000001,3.958695370431064,0.06264310877011534
SRE,0.7000000000000001,3.9570472874292193,0.06261702920776309
AVXL,0.7000000000000001,3.9553998905568504,0.06259096050284726
ATI,0.7000000000000001,3.9537531795283085,0.06256490265084774
2328,0.7000000000000001,3.9521071540580635,0.06253885564724622
COIN,0.7000000000000001,3.950461813860704,0.06251281948752631
CLSK,0.7000000000000001,3.948817158650936,0.06248679416717345
3690,0.7000000000000001,3.947173188143588,0.06246077968167505
SILK,0.7000000000000001,3.9455299020536034,0.062434776026520325
HBAN,0.7000000000000001,3.9438873000960455,0.06240878319720036
BRX,0.7000000000000001,3.942245381986097,0.06238280118920819
APD,0.7000000000000001,3.9406041474390583,0.062356829998038654
CI,0.7000000000000001,3.9389635961703493,0.06233086961918851
1658,0.7000000000000001,3.937323727895508,0.06230492004815638
ALK,0.7000000000000001,3.9356845423301894,0.06227898128044275
MAS,0.7000000000000001,3.9340460391901684,0.06225305331154998
MGY,0.7000000000000001,3.9324082181913376,0.062227136136982296
SRCL,0.7000000000000001,3.9307710790497086,0.06220122975224583
PCOR,0.7000000000000001,3.9291346214814116,0.06217533415284856
DOCS,0.7000000000000001,3.927498845202693,0.062149449334300326
AIG,0.7000000000000001,3.925863749929919,0.06212357529211285
TRV,0.7000000000000001,3.9242293353795743,0.062097712021799735
XPO,0.7000000000000001,3.9225956012682586,0.06207185951887642
AAPL,0.7000000000000001,3.920962547312693,0.06204601777886023
WM,0.7000000000000001,3.9193301732297154,0.06202018679727037
267,0.7000000000000001,3.9176984787362814,0.061994366569627875
12,0.7000000000000001,3.9160674635494632,0.061968557091455684
2388,0.7000000000000001,3.9144371273864533,0.061942758358278546
CG,0.7000000000000001,3.9128074699645605,0.06191697036562314
BILL,0.7000000000000001,3.911178491001212,0.061891193109017986
TECH,0.7000000000000001,3.9095501902139507,0.06186542658399341
SLG,0.7000000000000001,3.907922567320439,0.061839670786081664
KEYS,0.7000000000000001,3.9062956220384577,0.06181392571081687
NU,0.7000000000000001,3.9046693540859025,0.06178819135373493
3988,0.7000000000000001,3.9030437631807877,0.06176246771037368
UWGN,0.7000000000000001,3.9014188490412454,0.06173675477627277
NVAX,0.7000000000000001,3.899794611385525,0.06171105254697373
XEL,0.7000000000000001,3.8981710499319924,0.06168536101801997
FTNT,0.7000000000000001,3.8965481643991318,0.0616596801849567
IOVA,0.7000000000000001,3.8949259545055432,0.061634010043330974
ALLY,0.7000000000000001,3.893304419969946,0.061608350588691796
CSCO,0.7000000000000001,3.8916835605111744,0.061582701816589924
BILI,0.7000000000000001,3.8900633758481806,0.06155706372257803
PEG,0.7000000000000001,3.8884438657000335,0.06153143630221058
SYF,0.7000000000000001,3.88682502978592,0.06150581955104397
AFL,0.7000000000000001,3.885206867825143,0.06148021346463636
REG,0.7000000000000001,3.883589379537123,0.061454618038547834
MARA,0.7000000000000001,3.881972564641395,0.06142903326834028
JWN,0.7000000000000001,3.880356422857614,0.06140345914957744
KMI,0.7000000000000001,3.8787409539055506,0.06137789567782491
KMX,0.7000000000000001,3.8771261575050904,0.061352342848650133
DOC,0.7000000000000001,3.8755120333762374,0.06132680065762239
9626,0.7000000000000001,3.873898581239112,0.06130126910031281
Z,0.7000000000000001,3.87228580081395,0.061275748172294364
UNM,0.7000000000000001,3.8706736918211053,0.061250237869141876
S,0.7000000000000001,3.869062253981046,0.06122473818643198
NFLX,0.7000000000000001,3.8674514870143595,0.06119924911974321
CFLT,0.7000000000000001,3.865841390641747,0.06117377066465589
D,0.7000000000000001,3.8642319645840275,0.061148302816752195
BRK.B,0.7000000000000001,3.8626232085621357,0.06112284557161615
URBN,0.7000000000000001,3.8610151222971227,0.06109739892483364
NXPI,0.7000000000000001,3.8594077055101543,0.061071962871992326
HBI,0.7000000000000001,3.857800957922515,0.06104653740868175
SU,0.7000000000000001,3.8561948792556033,0.0610211225304933
PHM,0.7000000000000001,3.8545894692309335,0.060995718233020156
1810,0.7000000000000001,3.8529847275701385,0.06097032451185736
NTRA,0.7000000000000001,3.8513806539949638,0.060944941362601805
PFG,0.7000000000000001,3.8497772482272725,0.06091956878085218
PYPL,0.7000000000000001,3.848174509989043,0.06089420676220903
KTOS,0.7000000000000001,3.84657243900237,0.06086885530227473
2600,0.7000000000000001,3.8449710349894635,0.06084351439665347
TRU,0.7000000000000001,3.8433702976726485,0.060818184040951274
SO,0.7000000000000001,3.841770226774367,0.06079286423077603
DOCU,0.7000000000000001,3.8401708220171753,0.060767554961737406
288,0.7000000000000001,3.8385720831237466,0.060742256229446935
AVGO,0.7000000000000001,3.8369740098168674,0.06071696802951794
CORT,0.7000000000000001,3.835376601819441,0.06069169035756559
LLY,0.7000000000000001,3.833779858854487,0.06066642320920691
WDC,0.7000000000000001,3.832183780645139,0.0606411665800607
GM,0.7000000000000001,3.8305883669146454,0.0606159204657476
AEE,0.7000000000000001,3.828993617386371,0.06059068486189008
MET,0.7000000000000001,3.8273995317837954,0.060565459764112435
NYCB,0.7000000000000001,3.8258061098305127,0.06054024516804077
INSM,0.7000000000000001,3.8242133512502345,0.060515041069303055
DAY,0.7000000000000001,3.8226212557667827,0.06048984746352898
XYL,0.7000000000000001,3.8210298231040993,0.06046466434635017
ICE,0.7000000000000001,3.8194390529862376,0.06043949171339999
FNF,0.7000000000000001,3.817848945137367,0.06041432956031364
NEE,0.7000000000000001,3.816259499281773,0.06038917788272815
NVCR,0.7000000000000001,3.814670715143854,0.06036403667628239
LEN,0.7000000000000001,3.8130825924481244,0.060338905936617004
JCI,0.7000000000000001,3.8114951309192113,0.06031378565937444
CNK,0.7000000000000001,3.809908330281859,0.060288675840199014
SMTC,0.7000000000000001,3.8083221902609257,0.06026357647473682
ENB,0.7000000000000001,3.8067367105813834,0.06023848755863576
UPST,0.7000000000000001,3.805151890968318,0.060213409087545564
ORCL,0.7000000000000001,3.803567731146933,0.060188341057117775
6969,0.7000000000000001,3.8019842308425416,0.06016328346300574
KRG,0.7000000000000001,3.8004013897805757,0.06013823630086461
PTON,0.7000000000000001,3.798819207686579,0.060113199566351354
LVS,0.7000000000000001,3.7972376842862094,0.060088173255124715
CLOV,0.7000000000000001,3.795656819305241,0.060063157362845315
RF,0.7000000000000001,3.7940766124695604,0.060038151885175514
939,0.7000000000000001,3.7924970635051682,0.06001315681777952
LITE,0.7000000000000001,3.7909181721381806,0.059988172156323336
NSC,0.7000000000000001,3.789339938094826,0.059963197896474744
KR,0.7000000000000001,3.787762361101447,0.05993823403390334
DOCN,0.7000000000000001,3.786185440884502,0.059913280564280566
KIM,0.7000000000000001,3.784609177170562,0.05988833748327961
1398,0.7000000000000001,3.783033569686311,0.0598634047865755
SYK,0.7000000000000001,3.781458618158549,0.05983848246984504
PAAS,0.7000000000000001,3.7798843223141865,0.05981357052876685
ETR,0.7000000000000001,3.7783106818802508,0.059788668959021324
USB,0.7000000000000001,3.776737696583881,0.059763777756290666
LYV,0.7000000000000001,3.7751653661523306,0.05973889691625891
SONY,0.7000000000000001,3.7735936903129668,0.059714026434611836
1378,0.7000000000000001,3.77202266879327,0.05968916630703708
FE,0.7000000000000001,3.770452301320833,0.059664316529223986
WTRG,0.7000000000000001,3.768882587623364,0.059639477096863784
BBY,0.7000000000000001,3.767313527428683,0.05961464800564943
CCL,0.7000000000000001,3.765745120464724,0.059589829251275706
836,0.7000000000000001,3.764177366459535,0.059565020829439215
CCJ,0.7000000000000001,3.7626102651412756,0.0595402227358383
TJX,0.7000000000000001,3.761043816238219,0.059515434966173064
MAC,0.7000000000000001,3.7594780194787534,0.05949065751614553
CDNS,0.7000000000000001,3.7579128745913764,0.05946589038145938
NTNX,0.7000000000000001,3.756348381304703,0.05944113355782015
LSPD,0.7000000000000001,3.754784539347457,0.059416387040935124
FTI,0.7000000000000001,3.7532213484484775,0.05939165082651342
UAL,0.7000000000000001,3.751658808336717,0.0593669249102659
SWTX,0.7000000000000001,3.75009691874124,0.05934220928790527
USFD,0.7000000000000001,3.748535679391223,0.059317503955145935
DELL,0.7000000000000001,3.7469750900159555,0.05929280890770415
MO,0.7000000000000001,3.745415150344842,0.05926812414129795
LIN,0.7000000000000001,3.743855860107396,0.059243449651647115
JD,0.7000000000000001,3.742297219033246,0.059218785434473245
CARR,0.7000000000000001,3.7407392268521336,0.05919413148549969
HAS,0.7000000000000001,3.73918188329391,0.0591694878004516
DKNG,0.7000000000000001,3.737625188088542,0.05914485437505591
EVRG,0.7000000000000001,3.7360691409661073,0.059120231205041326
HPE,0.7000000000000001,3.7345137416567957,0.059095618286138296
HASI,0.7000000000000001,3.73295898989091,0.05907101561407913
CRM,0.7000000000000001,3.7314048853988657,0.059046423184597824
ARCC,0.7000000000000001,3.729851427911189,0.05902184099343022
ARQT,0.7000000000000001,3.7282986171585204,0.05899726903631389
LEVI,0.7000000000000001,3.72674645287161,0.058972707308988195
VTRS,0.7000000000000001,3.725194934781322,0.05894815580719428
IR,0.7000000000000001,3.723644062618632,0.058923614526675036
CMA,0.7000000000000001,3.722093836114628,0.05889908346317518
VTR,0.7000000000000001,3.720544255000508,0.05887456261244113
6030,0.7000000000000001,3.7189953190075857,0.058850051970221154
STX,0.7000000000000001,3.7174470278672826,0.05882555153226517
1038,0.7000000000000001,3.715899381311135,0.058801061294325024
SFIX,0.7000000000000001,3.7143523790707884,0.05877658125215419
669,0.7000000000000001,3.712806020878003,0.05875211140150798
FOXA,0.7000000000000001,3.711260306464648,0.058727651738143496
UNH,0.7000000000000001,3.7097152355627068,0.05870320225781955
DE,0.7000000000000001,3.7081708079042706,0.05867876295629672
HIMS,0.7000000000000001,3.706627023221546,0.0586543338293374
PANW,0.7000000000000001,3.705083881246849,0.058629914872705705
VRTX,0.7000000000000001,3.7035413817126077,0.058605506082167524
CF,0.7000000000000001,3.701999524351362,0.058581107453490516
PNW,0.7000000000000001,3.700458308895762,0.05855671898244409
OLLI,0.7000000000000001,3.69891773507857,0.05853234066479945
ABT,0.7000000000000001,3.697377802632659,0.05850797249632952
CUZ,0.7000000000000001,3.6958385112910137,0.058483614472808976
LAZR,0.7000000000000001,3.6942998607867295,0.058459266590014304
FAST,0.7000000000000001,3.6927618508530133,0.05843492884372371
HCA,0.7000000000000001,3.6912244812231827,0.05841060122971717
ETN,0.7000000000000001,3.6896877516306663,0.058386283743776385
APP,0.7000000000000001,3.688151661809005,0.0583619763816849
CLX,0.7000000000000001,3.6866162114918484,0.05833767913922791
FLS,0.7000000000000001,3.685081400412959,0.058313392012192426
TWLO,0.7000000000000001,3.68354722830621,0.0582891149963672
VZIO,0.7000000000000001,3.682013694905583,0.058264848087542745
LNTH,0.7000000000000001,3.680480799945172,0.05824059128151128
CYTK,0.7000000000000001,3.678948543159183,0.058216344574066846
VMEO,0.7000000000000001,3.6774169242819315,0.05819210796100522
MAR,0.7000000000000001,3.6758859430478426,0.058167881438123875
NWSA,0.7000000000000001,3.6743555991914527,0.05814366500122207
ZIM,0.7000000000000001,3.6728258924474093,0.05811945864610082
GILD,0.7000000000000001,3.6712968225504703,0.05809526236856289
AMAT,0.7000000000000001,3.6697683892355033,0.058071076164412774
HLT,0.7000000000000001,3.6682405922374866,0.058046900029456734
AMD,0.7000000000000001,3.66671343129151,0.05802273395950277
TVTX,0.7000000000000001,3.665186906132771,0.0579985779503606
NET,0.7000000000000001,3.663661016496579,0.0579744319978417
TSCO,0.7000000000000001,3.6621357621183543,0.05795029609775936
SPOT,0.7000000000000001,3.6606111427336256,0.05792617024592847
PNC,0.7000000000000001,3.659087158078033,0.0579020544381658
NTAP,0.7000000000000001,3.657563807887326,0.05787794867028979
WMT,0.7000000000000001,3.656041091897365,0.05785385293812066
TSN,0.7000000000000001,3.6545190098441185,0.0578297672374803
G,0.7000000000000001,3.6529975614636667,0.05780569156419242
GLW,0.7000000000000001,3.6514767464921998,0.05778162591408244
LYFT,0.7000000000000001,3.6499565646660166,0.05775757028297748
DIS,0.7000000000000001,3.648437015721526,0.05773352466670646
TKO,0.7000000000000001,3.646918099395247,0.057709489061099996
SPR,0.7000000000000001,3.6453998154238083,0.05768546346199047
RSG,0.7000000000000001,3.643882163543948,0.05766144786521196
AI,0.7000000000000001,3.6423651434925146,0.057637442266600294
MMC,0.7000000000000001,3.640848755006464,0.05761344666199305
ILMN,0.7000000000000001,3.639332997822864,0.05758946104722951
PPL,0.7000000000000001,3.6378178716788914,0.05756548541815073
VRNS,0.7000000000000001,3.6363033763118313,0.05754151977059947
IVZ,0.7000000000000001,3.6347895114590787,0.0575175641004202
DD,0.7000000000000001,3.633276276858138,0.05749361840345916
PFGC,0.7000000000000001,3.631763672246623,0.057469682675564286
COF,0.7000000000000001,3.630251697362258,0.0574457569125853
SCHW,0.7000000000000001,3.6287403519428736,0.057421841110373587
WYNN,0.7000000000000001,3.6272296357264104,0.05739793526478223
RDN,0.7000000000000001,3.6257195484509213,0.05737403937166618
SPGI,0.7000000000000001,3.6242100898545635,0.05735015342688196
ACGL,0.7000000000000001,3.622701259675606,0.05732627742628791
ZM,0.7000000000000001,3.6211930576524267,0.05730241136574408
BXP,0.7000000000000001,3.6196854835235124,0.05727855524111221
GRAL,0.7000000000000001,3.6181785370274575,0.0572547090482558
ET,0.7000000000000001,3.6166722179029662,0.05723087278304003
ROST,0.7000000000000001,3.6151665258888523,0.05720704644133187
PGR,0.7000000000000001,3.6136614607240354,0.057183230018999914
KRC,0.7000000000000001,3.6121570221475476,0.05715942351191457
AXP,0.7000000000000001,3.610653209898527,0.05713562691594791
EBS,0.7000000000000001,3.6091500237162215,0.05711184022697375
HOLX,0.7000000000000001,3.6076474633399864,0.057088063440867594
NI,0.7000000000000001,3.6061455285092876,0.05706429655350671
SBH,0.7000000000000001,3.6046442189636965,0.05704053956077002
AEM,0.7000000000000001,3.6031435344428964,0.057016792458538246
CHRW,0.7000000000000001,3.601643474686675,0.05699305524269371
EA,0.7000000000000001,3.6001440394349324,0.05696932790912058
CBRE,0.7000000000000001,3.598645228427674,0.05694561045370462
914,0.7000000000000001,3.5971470414050146,0.056921902872333396
SGMO,0.7000000000000001,3.5956494781071777,0.05689820516089612
CMI,0.7000000000000001,3.594152538274493,0.056874517315283764
ABBV,0.7000000000000001,3.5926562216474016,0.05685083933138897
ZWS,0.7000000000000001,3.5911605279664496,0.05682717120510613
OGE,0.7000000000000001,3.589665456972292,0.05680351293233132
9992,0.7000000000000001,3.5881710084056926,0.05677986450896232
WFC,0.7000000000000001,3.586677182007522,0.056756225930898636
RBLX,0.7000000000000001,3.5851839775187595,0.05673259719404148
RCL,0.7000000000000001,3.5836913946804914,0.056708978294293735
TOST,0.7000000000000001,3.5821994332339133,0.056685369227560074
HWM,0.7000000000000001,3.5807080929203274,0.056661769989746764
GOOGL,0.7000000000000001,3.579217373481143,0.056638180576761864
NDAQ,0.7000000000000001,3.5777272746578785,0.056614600984515075
FI,0.7000000000000001,3.576237796192159,0.05659103120891785
CPRT,0.7000000000000001,3.5747489378257176,0.05656747124588333
AFRM,0.7000000000000001,3.573260699300395,0.056543921091326346
ADP,0.7000000000000001,3.5717730803581382,0.05652038074116343
MS,0.7000000000000001,3.5702860807410035,0.05649685019131283
RMD,0.7000000000000001,3.568799700191153,0.056473329437694446
GPK,0.7000000000000001,3.5673139384508565,0.056449818476229964
YDEX,0.7000000000000001,3.5658287952624925,0.05642631730284269
XOM,0.7000000000000001,3.5643442703685446,0.05640282591345767
AFLT,0.7000000000000001,3.562860363511605,0.056379344304001607
SMAR,0.7000000000000001,3.561377074434373,0.05635587247040293
COHR,0.7000000000000001,3.5598944028796544,0.05633241040859178
LC,0.7000000000000001,3.5584123485903625,0.056308958114499943
GMED,0.7000000000000001,3.5569309113095167,0.05628551558406092
TFC,0.7000000000000001,3.5554500907802455,0.05626208281320995
GEHC,0.7000000000000001,3.5539698867457825,0.05623865979788387
IBM,0.7000000000000001,3.552490298949469,0.056215246534021324
TMUS,0.7000000000000001,3.551011327134752,0.056191843017562526
3,0.7000000000000001,3.549532971045187,0.056168449244449456
MRVL,0.7000000000000001,3.5480552304244357,0.0561450652106258
MTB,0.7000000000000001,3.5465781050162657,0.05612169091203685
HON,0.7000000000000001,3.5451015945645517,0.05609832634462968
T,0.7000000000000001,3.5436256988132757,0.05607497150435298
EQH,0.7000000000000001,3.5421504175065257,0.05605162638715717
BOX,0.7000000000000001,3.5406757503884965,0.05602829098899432
STLD,0.7000000000000001,3.539201697203488,0.0560049653058182
DFS,0.7000000000000001,3.5377282576959095,0.05598164933358431
WBS,0.7000000000000001,3.536255431610274,0.05595834306824975
HD,0.7000000000000001,3.534783218691202,0.05593504650577338
INCY,0.7000000000000001,3.5333116186834204,0.055911759642115685
2333,0.7000000000000001,3.531840631331762,0.05588848247323887
FOUR,0.7000000000000001,3.5303702563811656,0.05586521499510679
MSFT,0.7000000000000001,3.5289004935766775,0.05584195720368502
TER,0.7000000000000001,3.527431342663448,0.055818709094940765
RY,0.7000000000000001,3.5259628033867356,0.05579547066484295
QCOM,0.7000000000000001,3.524494875491903,0.055772241909362176
TRGP,0.7000000000000001,3.523027558724421,0.055749022824470675
PG,0.7000000000000001,3.521560852829865,0.055725813406142424
STT,0.7000000000000001,3.520094757553916,0.05570261365035302
ECL,0.7000000000000001,3.518629272642362,0.055679423553079775
PAYX,0.7000000000000001,3.517164397841095,0.05565624311030164
COR,0.7000000000000001,3.5157001328961157,0.05563307231799927
FND,0.7000000000000001,3.5142364775535273,0.05560991117215497
HALO,0.7000000000000001,3.5127734315595416,0.05558675966875275
FIS,0.7000000000000001,3.511310994660475,0.05556361780377823
NRG,0.7000000000000001,3.5098491666027476,0.05554048557321879
ITW,0.7000000000000001,3.5083879471328876,0.055517362973063415
OMF,0.7000000000000001,3.506927335997528,0.05549424999930277
SBRA,0.7000000000000001,3.505467332943408,0.05547114664792921
ATUS,0.7000000000000001,3.5040079377173705,0.05544805291493674
TXT,0.7000000000000001,3.502549150066364,0.05542496879632103
DKS,0.7000000000000001,3.5010909697374433,0.05540189428807943
SFM,0.7000000000000001,3.499633396477769,0.05537882938621095
MSTR,0.7000000000000001,3.498176430034606,0.05535577408671628
CTSH,0.7000000000000001,3.496720070155324,0.05533272838559774
CMS,0.7000000000000001,3.4952643165873987,0.05530969227885934
RNG,0.7000000000000001,3.4938091690784114,0.05528666576250677
9988,0.7000000000000001,3.4923546273760473,0.05526364883254736
IBN,0.7000000000000001,3.4909006912280973,0.055240641484990104
JNPR,0.7000000000000001,3.489447360382457,0.055217643715845637
EQR,0.7000000000000001,3.487994634587127,0.055194655521126304
TEAM,0.7000000000000001,3.486542513590213,0.05517167689684608
AM,0.7000000000000001,3.4850909971399258,0.05514870783902057
RRC,0.7000000000000001,3.48364008498458,0.05512574834366711
BKR,0.7000000000000001,3.482189776872597,0.05510279840680464
BTI,0.7000000000000001,3.4807400725525,0.055079858024453754
DHI,0.7000000000000001,3.4792909717729197,0.055056927192636745
2899,0.7000000000000001,3.47784247428259,0.055034005907377545
LUV,0.7000000000000001,3.476394579830349,0.0550110941647017
HRB,0.7000000000000001,3.4749472881651413,0.05498819196063647
KBH,0.7000000000000001,3.4735005990360133,0.054965299291210724
EXR,0.7000000000000001,3.4720545121921176,0.054942416152455
ROL,0.7000000000000001,3.4706090273827117,0.054919542540401524
LNG,0.7000000000000001,3.469164144357157,0.05489667845108412
BSX,0.7000000000000001,3.467719862864919,0.054873823880538304
CVNA,0.7000000000000001,3.466276182655566,0.05485097882480117
KMB,0.7000000000000001,3.4648331034787736,0.05482814327991158
PLNT,0.7000000000000001,3.4633906250843194,0.05480531724190996
JPM,0.7000000000000001,3.461948747222086,0.05478250070683839
MTG,0.7000000000000001,3.4605074696420606,0.054759693670740635
OUST,0.7000000000000001,3.4590667920943328,0.05473689612966205
VSCO,0.7000000000000001,3.457626714329098,0.05471410807964971
ASTS,0.7000000000000001,3.456187236096655,0.05469132951675228
GE,0.7000000000000001,3.454748357147405,0.05466856043702006
CPNG,0.7000000000000001,3.4533100772318566,0.054645800836505054
HIW,0.7000000000000001,3.4518723961006192,0.0546230507112609
WPM,0.7000000000000001,3.4504353135044075,0.054600310057342796
2601,0.7000000000000001,3.448998829194039,0.05457757887080767
2618,0.7000000000000001,3.447562942920437,0.054554857147714096
2318,0.7000000000000001,3.446127654434625,0.05453214488412221
